P_kw,Q_kw,J_heat_euro,PPD,T_i,T_e,T_h,P_HP,Φ_HP,Φ_CV
30.383094955961578,0.0887924613797177,0.23576820363493067,8.563763180065308,20.79743419541001,20.009186730214886,42.45211821301814,1.122705731594908,4.9999970288109745,0.0
21.65138137215123,0.17708694671501576,0.2345920821106526,8.521985742726642,20.825918811777278,20.011131931479223,42.116735902790495,1.1171051529078695,4.999996449522917,0.0
31.9482168163601,0.04004220592561221,0.23498336768836356,8.482017565925219,20.853169841414616,20.013178964203224,41.85653150043749,1.118968417563636,4.999994960143404,0.0
28.93316522748019,0.10364816359560482,0.23537531826237731,8.445248049667057,20.87823996613609,20.01530513720826,41.65558673027479,1.1208348488684636,4.999993261586639,0.0
28.64494205237315,0.11215856386940996,0.23655530185296017,8.411194039650184,20.901458609329417,20.017503200661153,41.50122027602609,1.1264538183474295,4.9999894426150995,0.0
30.405057364441408,0.0905855533901657,0.23616073350376582,8.380444196439115,20.922424411518783,20.019757585778187,41.38336328276054,1.124574921446504,4.999978868372765,0.0
31.89044175247432,0.06414116795486788,0.23694856710750897,8.350720847978138,20.94269033092399,20.022079442243736,41.29415488960932,1.1283265100357571,4.999958047876579,0.0
35.6932579764651,-0.00611888039861872,0.23694681797663156,8.323263167716163,20.961411600900608,20.02445232314128,41.22742104261667,1.1283181808411027,4.9999211386809925,0.0
37.05379214526477,-0.007200179557196869,0.23813497883529866,8.296887780397768,20.979394819463284,20.02688032103414,41.178264063970474,1.1339760896918984,4.999916731331741,0.0
30.813961600846746,0.07013505242738008,0.0,8.2729078763778,20.995744754230692,20.029346801594365,41.14282352219775,0.0,0.0,0.0
47.0454115292325,-0.29168924696255394,0.23774086245567133,8.26666715646688,20.9999997224524,20.0318422855471,36.97332951230396,1.1320993450270065,4.9999734551076935,0.0
39.652832254005766,-0.08788606100815906,0.23853293340990514,8.271442228736603,20.9967440607461,20.034331211011807,37.81040342305772,1.135871111475739,4.9999261161078925,0.0
36.70523997882222,-0.022445704662447108,0.22317533988366103,8.271332420265821,20.99681892977152,20.03679787340981,38.473869877900015,1.0627397137317194,4.678013196769062,0.0
33.4028003133673,0.04322248270772396,0.161279889027028,8.267725657182766,20.999278086053103,20.039260810648116,38.73351623050642,0.7679994715572762,3.380612972899174,0.0
37.737526388712084,-0.04583680237874104,0.23815634560861698,8.266667465509173,20.999999542022476,20.041722221038352,37.86457853512519,1.1340778362315094,4.98371266584097,0.0
34.56889851337078,0.01662508470442251,0.1827537304731359,8.266702651002973,20.999975606494633,20.044169705983553,38.50405900807051,0.8702558593958852,3.8179710229998047,0.0
36.81460580512815,-0.0206896075302255,0.24008041017388962,8.266667053491929,20.999999797004044,20.04660607001793,38.04512429078025,1.1432400484470935,4.998894738392584,0.0
36.49217476847801,-0.006997165504216716,0.1879269629535771,8.266667389360236,20.99999960637404,20.04902706325741,38.65982031107312,0.8948902997789386,3.8999315882407446,0.0
38.01053108657444,-0.0484763417460923,0.2186336706217812,8.266667645090308,20.999999435670205,20.051442055774377,38.2365704751099,1.0411127172465773,4.537168828304512,0.0
36.21427716147642,-0.006292221141299739,0.18094224153830327,8.266667651141944,20.999999430234457,20.053866009694193,38.42900613997571,0.8616297216109678,3.7549820011545263,0.0
65.05275047972292,-1.610184512738077,0.20276872167001603,8.26666776636371,20.999999357507896,20.05631317813507,37.93340837398692,0.9655653412857906,4.2079333924181785,0.0
38.30133896701578,-0.04880451747519282,0.17703490760130614,8.266667569278766,20.999999487688836,20.058797092383173,37.915751349027175,0.8430233695300292,3.6738955258174855,0.0
44.09095748528552,-0.20871052465193393,0.21850359236002312,8.266667338634576,20.999999633369594,20.06131901385243,37.45918784058014,1.040493296952491,4.526908162766245,0.0
36.31205198022215,-0.010794167391287876,0.16884362788405916,8.266667356462634,20.99999962762351,20.063845126113105,37.80401962848897,0.804017275638377,3.5039069833788012,0.0
36.5067017462804,-0.014882436319158188,0.1880652203301201,8.266667927788546,20.999999248183954,20.06638009165523,37.229711072547346,0.8955486682386673,3.896292833676151,0.0
41.27064820858851,-0.13563650968865096,0.241736377609697,8.266911610948924,20.99983311622765,20.06897165351961,37.09942538487803,1.1511256076652236,4.999887697730355,0.0
21.473711464985584,-0.14941244414702617,0.0,8.266666860955226,21.0,20.07150240307643,37.91066433539274,0.0,0.0,0.0
36.599716231753064,-0.022672900254911397,0.24010198741878908,8.268791339660268,20.99855150088978,20.074227497301763,34.41041337299133,1.143342797232329,4.99934401443272,0.0
31.0537514400716,0.0829192784901892,0.19211490220607477,8.272533935115518,20.995999713505558,20.07705372380485,35.77720277057633,0.9148328676479752,4.013538480502071,0.0
31.181802160315737,0.08528023946185262,0.1987861418434447,8.26666712832008,20.999999758800847,20.079943923543553,36.0443348590634,0.9466006754449748,4.1529096416653735,0.0
32.95000666641554,0.045235584549887575,0.17576228993918008,8.266668119499002,20.9999991195075,20.0826276203693,36.37207122671451,0.836963285424667,3.6841808430019567,0.0
35.47119509402839,0.005594892103160055,0.19472598901416546,8.26666710205113,20.999999783050217,20.085267644652337,36.243535224850746,0.9272666143531688,4.081681904627241,0.0
33.52070671190768,0.04267113694427004,0.15368288486425136,8.266667608367356,20.999999462447924,20.087885461768966,36.47101510148319,0.7318232612583399,3.2267482547515614,0.0
35.82705786427496,0.005734191003069661,0.21157734371288595,8.266667110864645,20.999999779897404,20.090517712553208,35.942922444586216,1.0075111605375522,4.449723498684946,0.0
33.98009093560873,0.030095546843427377,0.15248521234783347,8.266667716697967,20.999999390964312,20.0931184233346,36.537620563634924,0.7261200587992069,3.2069456052292518,0.0
40.05298632787393,-0.08583388365464918,0.20653589423272622,8.266667054918571,20.999999813199427,20.095711662070396,35.97933161173982,0.9835042582510773,4.343695812423123,0.0
42.53116254831259,-0.1491011079519909,0.15553807305020095,8.266668007914191,20.99999919701085,20.098294100157634,36.47862799691494,0.7406574907152428,3.260257870372979,0.0
42.26909975186375,-0.13941142153142638,0.1953368251982561,8.266666965113146,20.999999864549245,20.10088836938153,35.976729311669104,0.9301753580869339,4.094485737397159,0.0
34.5267102808452,0.028448396819953252,0.14989923648564776,8.266670354974181,20.999997604919425,20.103487612850795,36.270041924988604,0.713805888026894,3.1420613354101348,0.0
33.35719784550576,0.04353155943799337,0.17780498109523962,8.266667002417663,20.99999983677179,20.10610661861088,35.7133649594999,0.8466903861678078,3.7269980117355246,0.0
36.378830877695876,-0.011408390001153606,0.2194352025471309,8.26761728474608,20.999351973782368,20.10873583962022,35.756578108051826,1.0449295359387185,4.599615593220492,0.0
37.7708218392519,-0.03574767704715216,0.23849787826019728,8.26666698832777,20.999999847867464,20.111320822566483,36.51399751019929,1.1357041821914156,4.999191319633365,0.0
28.033787046190426,0.10194060054264416,0.11231735553591769,8.266667983888524,20.999999212550385,20.113709820152078,37.445845087829795,0.5348445501710366,2.3582315706395005,0.0
34.253521559098644,0.02182596601717385,0.17741673806455435,8.266667154465992,20.999999743581494,20.116144219007523,35.99624036217188,0.8448416098312113,3.7437502076617024,0.0
30.508046404317156,0.08279709554573092,0.1435324244776742,8.266669013670153,20.999998517704423,20.118675490581573,35.9948576773954,0.6834877356079724,3.0287421006971837,0.0
34.684277325680675,0.020367397649098104,0.22125909156694576,8.266666984000622,20.999999851592708,20.121257140148792,35.40122874371432,1.0536147217473608,4.66888738366611,0.0
28.901105793136274,0.10905452634773517,0.16686594936098986,8.267323917687662,20.99955199708559,20.12377430784831,36.28961866683274,0.7945997588618565,3.5093896301560714,0.0
32.440682137825135,0.0773341324032123,0.23768554720003984,8.26666694195589,20.999999875914078,20.1262760743874,36.033253327770794,1.1318359390478088,4.998810109408669,0.0
32.86098414144012,0.04798022714233842,0.18098464075703777,8.26867322744819,20.998632012852813,20.128617733132785,37.064139750883754,0.8618316226525607,3.7999799015710307,0.0
38.32030648732224,-0.051796615097299506,0.23852412029561418,8.26666700598092,20.999999843689203,20.13098267491591,36.888190666094985,1.1358291442648294,4.999741383041151,0.0
36.737701805084136,-0.01828292475905089,0.19659811113374118,8.266667146312471,20.999999762169626,20.133228234112085,37.74304534457754,0.9361814815892436,4.107198739756808,0.0
63.51849489158631,-1.2920836762405283,0.20171763822100783,8.266676567698923,20.999993370228335,20.135409765234655,37.68130872364175,0.9605601820047991,4.228234956921631,0.0
68.2142676773972,-1.6327345015140895,0.20646257596820478,8.266667128816593,20.99999977251381,20.137566997270543,37.73265373451221,0.9831551236581179,4.327694338996756,0.0
67.683280741772,-1.572109269940459,0.2044608180515363,8.26667145514557,20.99999685525265,20.139698017647383,37.85579462327499,0.9736229431025537,4.285735178294711,0.0
56.912627004848076,-0.8727481210752672,0.17949344538478887,8.266667123878662,20.999999774462918,20.141803113825468,37.91867652592393,0.8547306923085184,3.762390175730445,0.0
81.3156696361385,-2.6802444260672043,0.2376118899819118,8.267918256506846,20.99914676729351,20.143899944217594,37.534751823043,1.131485190390056,4.997261010395512,0.0
79.63272449838855,-2.495461442909927,0.1561030347243719,8.266667182449481,20.999999737690974,20.145995900439196,38.253644187361616,0.7433477844017711,3.2775620740280482,0.0
87.65535052096078,-3.2533627769496887,0.23219702748781765,8.266668833086356,20.999998640877568,20.14808417103034,37.3987007150083,1.1057001308943697,4.883380003765542,0.0
81.68422438550134,-2.6698639296148707,0.1557470638118847,8.266667203613281,20.99999972397419,20.15016685897108,38.05146268695891,0.7416526848184986,3.281013093322433,0.0
87.73248092383555,-3.2625108625902515,0.23598954087866741,8.2669775215183,20.99978818009267,20.15224812605721,37.24120301432763,1.1237597184698447,4.97972120504796,0.0
74.714061191741,-2.2534164305278668,0.15617338182428298,8.266667218575648,20.999999712472263,20.154323736048987,38.006380974427685,0.7436827705918236,3.295484614440109,0.0
77.5355478204336,-2.3458452378736383,0.20343662661116094,8.2666685576594,20.999998826044404,20.156394707630977,37.21746750234292,0.9687458410055283,4.321531117726839,0.0
79.93482985350639,-2.536730260421751,0.18827554884840939,8.266667443135304,20.99999956844561,20.15847323805552,37.44213204529382,0.8965502326114733,3.992808064557569,0.0
83.88370744583571,-2.920392959237529,0.2188751841305338,8.266667614943827,20.999999455372965,20.160540773111716,37.34788139511108,1.0422627815739705,4.618583483045041,0.0
91.64784965562046,-3.6285773031056228,0.21164707292722862,8.266667339372688,20.99999963536796,20.162587829931226,37.79172299722799,1.0078432044153742,4.428973728749692,0.0
86.49013198856069,-3.1405715140790735,0.21410353418870898,8.26666723701743,20.99999970110861,20.164607455559146,37.98656928238529,1.0195406389938524,4.458010671307969,0.0
76.9835063522972,-2.4903860515226715,0.21820634722993618,8.266667361531745,20.999999623135555,20.16660761398859,38.16515028014018,1.0390778439520771,4.520749905177894,0.0
69.04324156558492,-1.946559623190582,0.22085923102996302,8.266667670078192,20.999999422883857,20.168588326256693,38.35876181213729,1.0517106239522047,4.552855291089095,0.0
60.4787400395963,-1.3371759630631674,0.21730658079663195,8.26666716751798,20.99999973437849,20.17054970526264,38.538906483597046,1.0347932418887238,4.464685897429494,0.0
53.96756769090571,-0.7311606303654803,0.20973463123946373,8.266667389840606,20.999999602467014,20.172496076870353,38.60869901294436,0.9987363392355417,4.3091159359492455,0.0
52.459004370598215,-0.6393163632290455,0.19593014205246356,8.266667425226487,20.99999956641579,20.174435764155906,38.53512420494684,0.9330006764403028,4.032222184157353,0.0
59.10011690078664,-1.0366584268432197,0.24253015420436838,8.267555410707061,20.999394179341238,20.176371955323784,38.247248382733886,1.154905496211278,4.999585893098623,0.0
45.3911889509165,-0.7167793221639263,0.0,8.266667900351365,20.999999193028767,20.178304093650084,38.820622516935,0.0,0.0,0.0
38.20676331093309,-0.23456265499808182,0.0,8.276874405931608,20.99304032039298,20.180237112801535,35.13143778996346,0.0,0.0,0.0
15.776295104394853,-0.09645823238689574,0.0,8.311393966505136,20.9695042577969,20.182113282648615,32.20259472244995,0.0,0.0,0.0
14.068315470234047,-0.07782938584991897,0.0,8.363972786403309,20.933655064271512,20.18388716048492,29.873750310701293,0.0,0.0,0.0
10.674553681545797,-0.07226290694879785,0.0,8.431062247685219,20.887912251777205,20.18551264227557,28.018432120675083,0.0,0.0,0.0
10.840959038947004,-0.0777791621699608,0.0,8.50811482741095,20.835376403769864,20.186969750172914,26.53691869625674,0.0,0.0,0.0
7.976053495796435,0.006955385878505677,0.0,8.593320418475201,20.777281684051584,20.188229605026848,25.350568802348878,0.0,0.0,0.0
8.816105278809857,-0.010184290752297343,0.0,8.684475216379468,20.715130685815158,20.18927635811974,24.397302421893347,0.0,0.0,0.0
9.152290843163856,-0.10073653102116246,0.0,8.779852036399689,20.650101012782912,20.19009883899304,23.628164510623375,0.0,0.0,0.0
21.823988550294235,-0.17174365712348263,0.0,8.877612604082572,20.583446080115355,20.190694221984106,23.00458443627729,0.0,0.0,0.0
33.50086159435318,-0.33484258199401884,0.0,8.9757393252318,20.51654151039852,20.19106834319617,22.49624735720635,0.0,0.0,0.0
